Acession;Virus;Genotype;Country;Date;Size
LC030084;Dengue Serotype 2;Could not assign;Thailand;2010;345
LC030085;Dengue Serotype 2;Could not assign;Thailand;2010;345
LC030086;Dengue Serotype 2;Could not assign;Thailand;2010;345
LC030087;Dengue Serotype 2;Could not assign;Thailand;2010;345
LC030088;Dengue Serotype 2;Could not assign;Thailand;2010;345
LC030089;Dengue Serotype 2;Could not assign;Thailand;2010;345
LC030090;Dengue Serotype 2;Could not assign;Thailand;2010;345
LC030091;Dengue Serotype 2;Could not assign;Thailand;2010;345
LC030092;Dengue Serotype 2;Could not assign;Thailand;2010;345
LC030093;Dengue Serotype 2;Could not assign;Thailand;2010;345
LC030094;Dengue Serotype 2;Could not assign;Thailand;2010;345
LC030095;Dengue Serotype 2;Could not assign;Thailand;2010;345
LC030096;Dengue Serotype 2;Could not assign;Thailand;2010;345
LC030097;Dengue Serotype 2;Could not assign;Thailand;2010;345
LC030098;Dengue Serotype 2;Could not assign;Thailand;2010;345
LC030099;Dengue Serotype 2;Could not assign;Thailand;2010;345
LC030100;Dengue Serotype 2;Could not assign;Thailand;2010;345
LC030101;Dengue Serotype 2;Could not assign;Thailand;2010;345
LC030102;Dengue Serotype 2;Could not assign;Thailand;2010;345
LC030103;Dengue Serotype 2;Could not assign;Thailand;2010;345
LC030104;Dengue Serotype 2;Could not assign;Thailand;2010;345
LC030105;Dengue Serotype 2;Could not assign;Thailand;2010;345
LC064746;Dengue Serotype 2;Genotype II - Cosmopolitan;Indonesia;2015;2541
LC111438;Dengue Serotype 2;Genotype II - Cosmopolitan;East Timor;2005;10678
LC114464;Dengue Serotype 2;Could not assign;India;2014;444
LC121816;Dengue Serotype 2;Genotype II - Cosmopolitan;Djibouti;2016;10685
LC129169;Dengue Serotype 2;Genotype V - Asian I;Thailand;1940;10723
LC147056;Dengue Serotype 2;Genotype V - Asian I;Laos;2013;1485
LC147057;Dengue Serotype 2;Genotype V - Asian I;Laos;2013;1485
LC206003;Dengue Serotype 2;Genotype II - Cosmopolitan;Burkina Faso;1940;1485
LC311809;Dengue Serotype 2;Could not assign;Viet Nam;2010;455
LC311810;Dengue Serotype 2;Could not assign;Viet Nam;2010;455
LC311811;Dengue Serotype 2;Could not assign;Viet Nam;2011;455
LC311812;Dengue Serotype 2;Could not assign;Viet Nam;2012;455
LC311813;Dengue Serotype 2;Could not assign;Viet Nam;2012;455
LC311814;Dengue Serotype 2;Could not assign;Viet Nam;2013;455
LC311815;Dengue Serotype 2;Could not assign;Viet Nam;2014;455
LC311816;Dengue Serotype 2;Could not assign;Viet Nam;2014;455
LC311817;Dengue Serotype 2;Could not assign;Viet Nam;2016;455
LC311818;Dengue Serotype 2;Could not assign;Viet Nam;2016;455
LC311819;Dengue Serotype 2;Could not assign;Viet Nam;2016;455
LC312196;Dengue Serotype 2;Genotype II - Cosmopolitan;Sri Lanka;2017;1485
LC312197;Dengue Serotype 2;Genotype II - Cosmopolitan;Sri Lanka;2017;1485
LC410184;Dengue Serotype 2;Could not assign;Thailand;2016;10671
LC410185;Dengue Serotype 2;Could not assign;Thailand;2016;10670
LC410186;Dengue Serotype 2;Could not assign;Thailand;2016;10671
LC410187;Dengue Serotype 2;Could not assign;Thailand;2017;10671
LC416035;Dengue Serotype 2;Genotype II - Cosmopolitan;Saudi Arabia;2018;1485
LC421503;Dengue Serotype 2;Could not assign;Philippines;2018;712
LC436613;Dengue Serotype 2;Genotype II - Cosmopolitan;Bangladesh;2017;1485
LC436614;Dengue Serotype 2;Genotype II - Cosmopolitan;Bangladesh;2017;1485
LC436615;Dengue Serotype 2;Genotype II - Cosmopolitan;Bangladesh;2017;1485
LC436616;Dengue Serotype 2;Genotype II - Cosmopolitan;Bangladesh;2017;1485
LC436617;Dengue Serotype 2;Genotype II - Cosmopolitan;Bangladesh;2017;1485
LC436618;Dengue Serotype 2;Genotype II - Cosmopolitan;Bangladesh;2017;1485
LC436619;Dengue Serotype 2;Genotype II - Cosmopolitan;Bangladesh;2017;1485
LC436620;Dengue Serotype 2;Genotype II - Cosmopolitan;Bangladesh;2017;1485
LC436621;Dengue Serotype 2;Genotype II - Cosmopolitan;Bangladesh;2017;1485
LC436622;Dengue Serotype 2;Genotype II - Cosmopolitan;Bangladesh;2017;1485
LC436623;Dengue Serotype 2;Genotype II - Cosmopolitan;Bangladesh;2017;1485
LC436624;Dengue Serotype 2;Genotype II - Cosmopolitan;Bangladesh;2017;1485
LC436625;Dengue Serotype 2;Genotype II - Cosmopolitan;Bangladesh;2017;1485
LC436626;Dengue Serotype 2;Genotype II - Cosmopolitan;Bangladesh;2017;1485
LC436627;Dengue Serotype 2;Genotype II - Cosmopolitan;Bangladesh;2017;1485
LC436628;Dengue Serotype 2;Genotype II - Cosmopolitan;Bangladesh;2017;1485
LC436629;Dengue Serotype 2;Genotype II - Cosmopolitan;Bangladesh;2017;1485
LC436630;Dengue Serotype 2;Genotype II - Cosmopolitan;Bangladesh;2017;1485
LC436631;Dengue Serotype 2;Genotype II - Cosmopolitan;Bangladesh;2017;1485
LC436632;Dengue Serotype 2;Genotype II - Cosmopolitan;Bangladesh;2017;1485
LC436633;Dengue Serotype 2;Genotype II - Cosmopolitan;Bangladesh;2017;1485
LC436634;Dengue Serotype 2;Genotype II - Cosmopolitan;Bangladesh;2017;1485
LC436635;Dengue Serotype 2;Genotype II - Cosmopolitan;Bangladesh;2017;1485
LC436636;Dengue Serotype 2;Genotype II - Cosmopolitan;Bangladesh;2017;1485
LC436637;Dengue Serotype 2;Genotype II - Cosmopolitan;Bangladesh;2017;1485
LC436638;Dengue Serotype 2;Genotype II - Cosmopolitan;Bangladesh;2017;1485
LC436639;Dengue Serotype 2;Genotype II - Cosmopolitan;Bangladesh;2017;1485
LC436640;Dengue Serotype 2;Genotype II - Cosmopolitan;Bangladesh;2017;1485
LC436641;Dengue Serotype 2;Genotype II - Cosmopolitan;Bangladesh;2017;1485
LC436642;Dengue Serotype 2;Genotype II - Cosmopolitan;Bangladesh;2017;1485
LC436643;Dengue Serotype 2;Genotype II - Cosmopolitan;Bangladesh;2017;1485
LC436644;Dengue Serotype 2;Genotype II - Cosmopolitan;Bangladesh;2017;1485
LC436645;Dengue Serotype 2;Genotype II - Cosmopolitan;Bangladesh;2017;1485
LC436646;Dengue Serotype 2;Genotype II - Cosmopolitan;Bangladesh;2017;1485
LC436647;Dengue Serotype 2;Genotype II - Cosmopolitan;Bangladesh;2017;1485
LC436648;Dengue Serotype 2;Genotype II - Cosmopolitan;Bangladesh;2017;1485
LC436649;Dengue Serotype 2;Genotype II - Cosmopolitan;Bangladesh;2017;1485
LC436650;Dengue Serotype 2;Genotype II - Cosmopolitan;Bangladesh;2017;1485
LC436651;Dengue Serotype 2;Genotype II - Cosmopolitan;Bangladesh;2017;1485
LC436652;Dengue Serotype 2;Genotype II - Cosmopolitan;Bangladesh;2017;1485
LC436653;Dengue Serotype 2;Genotype II - Cosmopolitan;Bangladesh;2017;1485
LC436654;Dengue Serotype 2;Genotype II - Cosmopolitan;Bangladesh;2017;1485
LC436655;Dengue Serotype 2;Genotype II - Cosmopolitan;Bangladesh;2017;1485
LC436656;Dengue Serotype 2;Genotype II - Cosmopolitan;Bangladesh;2017;1485
LC436657;Dengue Serotype 2;Genotype II - Cosmopolitan;Bangladesh;2017;1485
LC436658;Dengue Serotype 2;Genotype II - Cosmopolitan;Bangladesh;2017;1485
LC436659;Dengue Serotype 2;Genotype II - Cosmopolitan;Bangladesh;2017;1485
LC456270;Dengue Serotype 2;Genotype II - Cosmopolitan;Japan;2018;1485
LC456271;Dengue Serotype 2;Genotype II - Cosmopolitan;Japan;2018;1485
LC472313;Dengue Serotype 2;Genotype II - Cosmopolitan;Bangladesh;2017;1056
LC472314;Dengue Serotype 2;Genotype II - Cosmopolitan;Bangladesh;2017;1056
LC472315;Dengue Serotype 2;Genotype II - Cosmopolitan;Bangladesh;2017;1056
LC472316;Dengue Serotype 2;Genotype II - Cosmopolitan;Bangladesh;2017;1056
LC472317;Dengue Serotype 2;Genotype II - Cosmopolitan;Bangladesh;2017;1056
LC472318;Dengue Serotype 2;Genotype II - Cosmopolitan;Bangladesh;2017;1056
LC472319;Dengue Serotype 2;Genotype II - Cosmopolitan;Bangladesh;2017;1056
LC472320;Dengue Serotype 2;Genotype II - Cosmopolitan;Bangladesh;2017;1056
LC472321;Dengue Serotype 2;Genotype II - Cosmopolitan;Bangladesh;2017;1056
LC472322;Dengue Serotype 2;Genotype II - Cosmopolitan;Bangladesh;2017;1056
LC472323;Dengue Serotype 2;Genotype II - Cosmopolitan;Bangladesh;2017;1056
LC472324;Dengue Serotype 2;Genotype II - Cosmopolitan;Bangladesh;2017;1056
LC472325;Dengue Serotype 2;Genotype II - Cosmopolitan;Bangladesh;2017;1056
LC472326;Dengue Serotype 2;Genotype II - Cosmopolitan;Bangladesh;2017;1056
LC472327;Dengue Serotype 2;Genotype II - Cosmopolitan;Bangladesh;2017;1056
LC472328;Dengue Serotype 2;Genotype II - Cosmopolitan;Bangladesh;2017;1056
LC472329;Dengue Serotype 2;Genotype II - Cosmopolitan;Bangladesh;2017;1056
LC472330;Dengue Serotype 2;Genotype II - Cosmopolitan;Bangladesh;2017;1056
LC472331;Dengue Serotype 2;Genotype II - Cosmopolitan;Bangladesh;2017;1056
LC472332;Dengue Serotype 2;Genotype II - Cosmopolitan;Bangladesh;2017;1056
LC472333;Dengue Serotype 2;Genotype II - Cosmopolitan;Bangladesh;2017;1056
LC472334;Dengue Serotype 2;Genotype II - Cosmopolitan;Bangladesh;2017;1056
LC472335;Dengue Serotype 2;Genotype II - Cosmopolitan;Bangladesh;2017;1056
LC472336;Dengue Serotype 2;Genotype II - Cosmopolitan;Bangladesh;2017;1056
LC472337;Dengue Serotype 2;Genotype II - Cosmopolitan;Bangladesh;2017;1056
LC472338;Dengue Serotype 2;Could not assign;Bangladesh;2017;1056
LC472339;Dengue Serotype 2;Could not assign;Bangladesh;2017;1056
LC472340;Dengue Serotype 2;Could not assign;Bangladesh;2017;1056
LC472341;Dengue Serotype 2;Could not assign;Bangladesh;2017;1056
LC472342;Dengue Serotype 2;Could not assign;Bangladesh;2017;1056
LC472343;Dengue Serotype 2;Could not assign;Bangladesh;2017;1056
LC472344;Dengue Serotype 2;Could not assign;Bangladesh;2017;1056
LC472345;Dengue Serotype 2;Could not assign;Bangladesh;2017;1056
LC472346;Dengue Serotype 2;Could not assign;Bangladesh;2017;1056
LC472347;Dengue Serotype 2;Could not assign;Bangladesh;2017;1056
LC472348;Dengue Serotype 2;Could not assign;Bangladesh;2017;1056
LC472349;Dengue Serotype 2;Could not assign;Bangladesh;2017;1056
LC472350;Dengue Serotype 2;Could not assign;Bangladesh;2017;1056
LC472351;Dengue Serotype 2;Could not assign;Bangladesh;2017;1056
LC472352;Dengue Serotype 2;Could not assign;Bangladesh;2017;1056
LC472353;Dengue Serotype 2;Could not assign;Bangladesh;2017;1056
LC472354;Dengue Serotype 2;Could not assign;Bangladesh;2017;1056
LC472355;Dengue Serotype 2;Could not assign;Bangladesh;2017;1056
LC472356;Dengue Serotype 2;Could not assign;Bangladesh;2017;1056
LC472357;Dengue Serotype 2;Could not assign;Bangladesh;2017;1056
LC472358;Dengue Serotype 2;Could not assign;Bangladesh;2017;1056
LC472359;Dengue Serotype 2;Could not assign;Bangladesh;2017;1056
LC472360;Dengue Serotype 2;Could not assign;Bangladesh;2017;1056
LC472361;Dengue Serotype 2;Could not assign;Bangladesh;2017;1056
LC472362;Dengue Serotype 2;Could not assign;Bangladesh;2017;1056
LC472363;Dengue Serotype 2;Could not assign;Bangladesh;2017;1056
LN835145;Dengue Serotype 2;Could not assign;Brazil;2010;621
LN835146;Dengue Serotype 2;Could not assign;Brazil;2010;621
LN835147;Dengue Serotype 2;Could not assign;Brazil;2010;621
LN835148;Dengue Serotype 2;Could not assign;Brazil;2011;621
LN835149;Dengue Serotype 2;Genotype III - Southern Asian-American;Brazil;2010;621
LN835150;Dengue Serotype 2;Genotype III - Southern Asian-American;Brazil;2010;621
LN835151;Dengue Serotype 2;Genotype III - Southern Asian-American;Brazil;2011;621
LN835152;Dengue Serotype 2;Genotype III - Southern Asian-American;Brazil;2011;621
LN835153;Dengue Serotype 2;Genotype III - Southern Asian-American;Brazil;2011;621
LN870427;Dengue Serotype 2;Could not assign;Dominican Republic;2014;408
M15075;Dengue Serotype 2;Genotype III - Southern Asian-American;Jamaica;1940;2469
M20558;Dengue Serotype 2;Genotype III - Southern Asian-American;Jamaica;1983;10723
M58486;Dengue Serotype 2;Genotype V - Asian I;Thailand;1940;1056
M58487;Dengue Serotype 2;Genotype III - Southern Asian-American;Thailand;1940;1056
M58488;Dengue Serotype 2;Genotype V - Asian I;Thailand;1940;1056
M58489;Dengue Serotype 2;Genotype V - Asian I;Thailand;1940;1056
M58490;Dengue Serotype 2;Genotype III - Southern Asian-American;Thailand;1940;1056
M58491;Dengue Serotype 2;Genotype II - Cosmopolitan;Sri Lanka;1940;1056
M58492;Dengue Serotype 2;Could not assign;Sri Lanka;1940;1056
M58493;Dengue Serotype 2;Could not assign;Sri Lanka;1940;1056
M84727;Dengue Serotype 2;Genotype V - Asian I;Thailand;1940;10723
MF043956;Dengue Serotype 2;Could not assign;China;2016;10723
MF071298;Dengue Serotype 2;Could not assign;Pakistan;2013;401
MF071299;Dengue Serotype 2;Could not assign;Pakistan;2013;401
MF071300;Dengue Serotype 2;Could not assign;Pakistan;2013;401
MF459663;Dengue Serotype 2;Genotype V - Asian I;China;2013;10741
MF477848;Dengue Serotype 2;Could not assign;India;2016;360
MF477849;Dengue Serotype 2;Could not assign;India;2016;397
MG053119;Dengue Serotype 2;Genotype II - Cosmopolitan;India;2016;513
MG053120;Dengue Serotype 2;Could not assign;India;2016;503
MG053121;Dengue Serotype 2;Could not assign;India;2016;503
MG053122;Dengue Serotype 2;Could not assign;India;2016;514
MG053123;Dengue Serotype 2;Could not assign;India;2016;492
MG053124;Dengue Serotype 2;Genotype II - Cosmopolitan;India;2016;513
MG053125;Dengue Serotype 2;Could not assign;India;2016;490
MG053126;Dengue Serotype 2;Could not assign;India;2016;484
MG053127;Dengue Serotype 2;Could not assign;India;2016;450
MG053128;Dengue Serotype 2;Could not assign;India;2016;370
MG053129;Dengue Serotype 2;Could not assign;India;2016;453
MG053130;Dengue Serotype 2;Could not assign;India;2016;285
MG053131;Dengue Serotype 2;Could not assign;India;2016;426
MG053132;Dengue Serotype 2;Could not assign;India;2016;395
MG053133;Dengue Serotype 2;Could not assign;India;2016;497
MG053134;Dengue Serotype 2;Could not assign;India;2016;439
MG053135;Dengue Serotype 2;Genotype II - Cosmopolitan;India;2016;503
MG053136;Dengue Serotype 2;Could not assign;India;2016;500
MG053137;Dengue Serotype 2;Could not assign;India;2016;440
MG053138;Dengue Serotype 2;Genotype II - Cosmopolitan;India;2016;504
MG053139;Dengue Serotype 2;Could not assign;India;2016;497
MG053140;Dengue Serotype 2;Could not assign;India;2016;452
MG053141;Dengue Serotype 2;Could not assign;India;2016;373
MG053144;Dengue Serotype 2;Could not assign;India;2016;453
MG252525;Dengue Serotype 2;Could not assign;India;2015;519
MG252526;Dengue Serotype 2;Genotype II - Cosmopolitan;India;2015;452
MG252527;Dengue Serotype 2;Could not assign;India;2016;453
MG252528;Dengue Serotype 2;Could not assign;India;2016;453
MG271942;Dengue Serotype 2;Genotype II - Cosmopolitan;India;2016;1464
MG271943;Dengue Serotype 2;Genotype II - Cosmopolitan;India;2016;1485
MG271944;Dengue Serotype 2;Genotype II - Cosmopolitan;India;2016;1485
MG271945;Dengue Serotype 2;Genotype II - Cosmopolitan;India;2016;1485
MG271946;Dengue Serotype 2;Genotype II - Cosmopolitan;India;2016;1411
MG271947;Dengue Serotype 2;Genotype II - Cosmopolitan;India;2016;1485
MG271948;Dengue Serotype 2;Genotype II - Cosmopolitan;India;2016;1485
MG271949;Dengue Serotype 2;Genotype II - Cosmopolitan;India;2016;1485
MG271950;Dengue Serotype 2;Genotype II - Cosmopolitan;India;2016;1485
MG356769;Dengue Serotype 2;Genotype II - Cosmopolitan;China;2017;1485
MG356770;Dengue Serotype 2;Genotype II - Cosmopolitan;China;2017;1485
MG356771;Dengue Serotype 2;Genotype II - Cosmopolitan;China;2017;1485
MG356772;Dengue Serotype 2;Genotype II - Cosmopolitan;China;2017;1485
MG356773;Dengue Serotype 2;Genotype II - Cosmopolitan;China;2017;1485
MG356774;Dengue Serotype 2;Genotype II - Cosmopolitan;China;2017;1485
MG356775;Dengue Serotype 2;Could not assign;China;2017;1485
MG356776;Dengue Serotype 2;Genotype II - Cosmopolitan;China;2017;1485
MG356777;Dengue Serotype 2;Could not assign;China;2017;1485
MG356778;Dengue Serotype 2;Genotype II - Cosmopolitan;China;2017;1485
MG356779;Dengue Serotype 2;Genotype II - Cosmopolitan;China;2017;1485
MG356780;Dengue Serotype 2;Genotype II - Cosmopolitan;China;2017;1485
MG356781;Dengue Serotype 2;Genotype II - Cosmopolitan;China;2017;1485
MG356782;Dengue Serotype 2;Genotype II - Cosmopolitan;China;2017;1485
MG356783;Dengue Serotype 2;Genotype II - Cosmopolitan;China;2017;1485
MG450859;Dengue Serotype 2;Genotype II - Cosmopolitan;Malaysia;2016;514
MG450860;Dengue Serotype 2;Genotype II - Cosmopolitan;Malaysia;2015;514
MG450861;Dengue Serotype 2;Genotype II - Cosmopolitan;Malaysia;2015;514
MG450862;Dengue Serotype 2;Genotype II - Cosmopolitan;Malaysia;2015;514
MG450863;Dengue Serotype 2;Genotype II - Cosmopolitan;Malaysia;2016;514
MG450864;Dengue Serotype 2;Genotype II - Cosmopolitan;Malaysia;2016;514
MG450865;Dengue Serotype 2;Genotype II - Cosmopolitan;Malaysia;2016;514
MG450866;Dengue Serotype 2;Genotype II - Cosmopolitan;Malaysia;2016;514
MG450867;Dengue Serotype 2;Genotype II - Cosmopolitan;Malaysia;2016;514
MG450868;Dengue Serotype 2;Genotype II - Cosmopolitan;Malaysia;2015;514
MG450869;Dengue Serotype 2;Genotype II - Cosmopolitan;Malaysia;2015;514
MG450870;Dengue Serotype 2;Genotype II - Cosmopolitan;Malaysia;2015;514
MG450871;Dengue Serotype 2;Genotype II - Cosmopolitan;Malaysia;2014;514
MG450872;Dengue Serotype 2;Genotype II - Cosmopolitan;Malaysia;2015;514
MG450873;Dengue Serotype 2;Genotype II - Cosmopolitan;Malaysia;2015;514
MG450874;Dengue Serotype 2;Genotype II - Cosmopolitan;Malaysia;2015;514
MG450875;Dengue Serotype 2;Genotype II - Cosmopolitan;Malaysia;2016;514
MG450876;Dengue Serotype 2;Genotype II - Cosmopolitan;Malaysia;2016;514
MG450877;Dengue Serotype 2;Genotype II - Cosmopolitan;Malaysia;2015;514
MG450878;Dengue Serotype 2;Genotype II - Cosmopolitan;Malaysia;2015;514
MG450879;Dengue Serotype 2;Genotype II - Cosmopolitan;Malaysia;2015;514
MG450880;Dengue Serotype 2;Genotype II - Cosmopolitan;Malaysia;2014;514
MG450881;Dengue Serotype 2;Genotype II - Cosmopolitan;Malaysia;2017;514
MG450882;Dengue Serotype 2;Genotype II - Cosmopolitan;Malaysia;2017;514
MG450883;Dengue Serotype 2;Genotype II - Cosmopolitan;Malaysia;2017;514
MG450884;Dengue Serotype 2;Genotype II - Cosmopolitan;Malaysia;2017;514
MG450885;Dengue Serotype 2;Genotype II - Cosmopolitan;Malaysia;2017;514
MG450886;Dengue Serotype 2;Genotype II - Cosmopolitan;Malaysia;2017;514
MG450887;Dengue Serotype 2;Genotype II - Cosmopolitan;Malaysia;2014;514
MG450888;Dengue Serotype 2;Genotype II - Cosmopolitan;Malaysia;2015;514
MG450889;Dengue Serotype 2;Genotype II - Cosmopolitan;Malaysia;2015;514
MG450890;Dengue Serotype 2;Genotype II - Cosmopolitan;Malaysia;2016;514
MG457038;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2001;1485
MG457039;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2001;1485
MG457040;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2001;1485
MG457041;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2001;1485
MG457042;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2001;1485
MG457043;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2001;1485
MG457044;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2001;1485
MG457045;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2001;1485
MG457046;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2001;1485
MG457047;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2001;1485
MG457048;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2002;1485
MG457049;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2002;1485
MG457050;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2002;1485
MG457051;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2002;1485
MG457052;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2002;1485
MG457053;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2002;1485
MG457054;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2002;1485
MG457055;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2002;1485
MG457056;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2002;1485
MG457057;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2002;1485
MG457058;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2002;1485
MG457059;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2002;1485
MG457060;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2002;1485
MG457061;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2002;1485
MG457062;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2002;1485
MG457063;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2002;1485
MG457064;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2002;1485
MG457065;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2002;1485
MG457066;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2002;1485
MG457067;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2002;1485
MG457068;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2002;1485
MG457069;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2003;1485
MG457070;Dengue Serotype 2;Could not assign;Taiwan;2003;1485
MG491352;Dengue Serotype 2;Could not assign;India;2014;421
MG491353;Dengue Serotype 2;Could not assign;India;2014;449
MG491354;Dengue Serotype 2;Could not assign;India;2014;442
MG491355;Dengue Serotype 2;Could not assign;India;2015;448
MG491356;Dengue Serotype 2;Genotype II - Cosmopolitan;India;2015;441
MG491357;Dengue Serotype 2;Could not assign;India;2014;439
MG491358;Dengue Serotype 2;Could not assign;India;2014;447
MG491359;Dengue Serotype 2;Could not assign;India;2015;451
MG491360;Dengue Serotype 2;Could not assign;India;2015;448
MG491361;Dengue Serotype 2;Could not assign;India;2014;454
MG491362;Dengue Serotype 2;Could not assign;India;2014;435
MG491363;Dengue Serotype 2;Could not assign;India;2015;452
MG491364;Dengue Serotype 2;Genotype II - Cosmopolitan;India;2014;451
MG491365;Dengue Serotype 2;Could not assign;India;2014;441
MG491366;Dengue Serotype 2;Could not assign;India;2015;449
MG491367;Dengue Serotype 2;Could not assign;India;2015;424
MG491368;Dengue Serotype 2;Could not assign;India;2015;452
MG491369;Dengue Serotype 2;Could not assign;India;2014;448
MG560145;Dengue Serotype 2;Genotype II - Cosmopolitan;India;2014;749
MG560146;Dengue Serotype 2;Genotype II - Cosmopolitan;India;2014;749
MG560147;Dengue Serotype 2;Genotype II - Cosmopolitan;India;2014;749
MG569912;Dengue Serotype 2;Could not assign;India;2016;255
MG569913;Dengue Serotype 2;Could not assign;India;2016;330
MG569914;Dengue Serotype 2;Could not assign;India;2016;299
MG592698;Dengue Serotype 2;Could not assign;India;2016;10594
MG646346;Dengue Serotype 2;Could not assign;Malaysia;2014;240
MG646347;Dengue Serotype 2;Could not assign;Malaysia;2014;240
MG646348;Dengue Serotype 2;Could not assign;Malaysia;2012;240
MG646349;Dengue Serotype 2;Could not assign;Malaysia;2012;240
MG646350;Dengue Serotype 2;Could not assign;Malaysia;2012;240
MG646351;Dengue Serotype 2;Could not assign;Malaysia;2012;240
MG646352;Dengue Serotype 2;Could not assign;Malaysia;2013;240
MG646353;Dengue Serotype 2;Could not assign;Malaysia;2012;240
MG646354;Dengue Serotype 2;Could not assign;Malaysia;2012;240
MG646355;Dengue Serotype 2;Could not assign;Malaysia;2012;240
MG646356;Dengue Serotype 2;Could not assign;Malaysia;2013;240
MG646357;Dengue Serotype 2;Could not assign;Malaysia;2013;240
MG646358;Dengue Serotype 2;Could not assign;Malaysia;2013;240
MG646359;Dengue Serotype 2;Could not assign;Malaysia;2013;240
MG646360;Dengue Serotype 2;Could not assign;Malaysia;2013;240
MG646361;Dengue Serotype 2;Could not assign;Malaysia;2012;240
MG646362;Dengue Serotype 2;Could not assign;Malaysia;2013;240
MG646363;Dengue Serotype 2;Could not assign;Malaysia;2013;240
MG646364;Dengue Serotype 2;Could not assign;Malaysia;2013;240
MG677986;Dengue Serotype 2;Genotype II - Cosmopolitan;China;2017;1504
MG677987;Dengue Serotype 2;Genotype II - Cosmopolitan;China;2017;1504
MG677988;Dengue Serotype 2;Genotype II - Cosmopolitan;China;2017;1528
MG677989;Dengue Serotype 2;Genotype II - Cosmopolitan;China;2017;1521
MG677990;Dengue Serotype 2;Genotype II - Cosmopolitan;China;2017;1521
MG677991;Dengue Serotype 2;Genotype II - Cosmopolitan;China;2017;1521
MG677992;Dengue Serotype 2;Genotype II - Cosmopolitan;China;2017;1521
MG677993;Dengue Serotype 2;Genotype II - Cosmopolitan;China;2017;1529
MG677994;Dengue Serotype 2;Genotype II - Cosmopolitan;China;2017;1533
MG677995;Dengue Serotype 2;Genotype II - Cosmopolitan;China;2017;1523
MG677996;Dengue Serotype 2;Genotype II - Cosmopolitan;China;2017;1527
MG677997;Dengue Serotype 2;Genotype II - Cosmopolitan;China;2017;1530
MG677998;Dengue Serotype 2;Genotype II - Cosmopolitan;China;2017;1528
MG677999;Dengue Serotype 2;Genotype II - Cosmopolitan;China;2017;1527
MG678000;Dengue Serotype 2;Genotype II - Cosmopolitan;China;2017;1527
MG678001;Dengue Serotype 2;Genotype II - Cosmopolitan;China;2017;1528
MG778910;Dengue Serotype 2;Genotype II - Cosmopolitan;China;2017;521
MG779194;Dengue Serotype 2;Could not assign;Kenya;2017;10176
MG779195;Dengue Serotype 2;Could not assign;Kenya;2017;10176
MG779196;Dengue Serotype 2;Could not assign;Kenya;2017;10176
MG779197;Dengue Serotype 2;Could not assign;Kenya;2017;10176
MG779198;Dengue Serotype 2;Could not assign;Kenya;2017;10176
MG779199;Dengue Serotype 2;Could not assign;Kenya;2017;10176
MG779200;Dengue Serotype 2;Could not assign;Kenya;2017;10176
MG779201;Dengue Serotype 2;Could not assign;Kenya;2017;10176
MG779202;Dengue Serotype 2;Could not assign;Kenya;2017;10176
MG779203;Dengue Serotype 2;Could not assign;Kenya;2017;10176
MG874756;Dengue Serotype 2;Genotype III - Southern Asian-American;Dominican Republic;2016;1399
MG885749;Dengue Serotype 2;Genotype V - Asian I;India;2017;1362
MG894971;Dengue Serotype 2;Genotype V - Asian I;Taiwan;2011;1485
MG894972;Dengue Serotype 2;Genotype II - Cosmopolitan;Taiwan;2011;1485
